53.5,23.5,38.328499916965
53.5,24.5,37.4335356186841
53.5,25.5,37.7679414322676
53.5,26.5,40.8969895674063
53.5,27.5,40.7788842504611
53.5,28.5,47.7185061828404
53.5,29.5,54.6860930848157
54.5,23.5,36.1398321058824
54.5,24.5,35.3373346653081
54.5,25.5,36.347696345972
54.5,26.5,36.4123010715481
54.5,27.5,37.5574744393667
54.5,28.5,48.5166721582723
54.5,29.5,53.0938770084895
55.5,23.5,40.1204530144468
55.5,24.5,42.8466324614878
55.5,25.5,45.1622576422116
55.5,26.5,38.9547462775151
55.5,27.5,43.2668228782583
55.5,28.5,48.6354893334169
55.5,29.5,44.8796610150347
56.5,23.5,38.7677081276126
56.5,24.5,29.3074163891136
56.5,25.5,30.2291397924127
56.5,26.5,42.6576325819874
56.5,27.5,43.9007162629745
56.5,28.5,38.1765169322127
56.5,29.5,53.2002017008977
57.5,23.5,34.7380752395141
57.5,24.5,30.8163382617309
57.5,25.5,33.8970888572024
57.5,26.5,37.4134753832745
57.5,27.5,47.90795572381
57.5,28.5,39.1691538004106
57.5,29.5,55.0796183243461
58.5,23.5,28.0310264806586
58.5,24.5,26.462607340174
58.5,25.5,29.8398226031203
58.5,26.5,34.8022230194844
58.5,27.5,33.8015695924386
58.5,28.5,46.0024308433369
58.5,29.5,38.5353410406225
59.5,23.5,22.8394198579486
59.5,24.5,30.4110455888094
59.5,25.5,33.9383894523284
59.5,26.5,40.1056787158434
59.5,27.5,39.7441438165338
59.5,28.5,37.7513373207294
59.5,29.5,38.3695224668206
60.5,23.5,16.6334995268606
60.5,24.5,27.3554291008655
60.5,25.5,33.2911651035342
60.5,26.5,40.2623628896929
60.5,27.5,44.1333922626269
60.5,28.5,40.2601952472478
60.5,29.5,49.4214383483833
61.5,23.5,15.2329341912161
61.5,24.5,30.347616711154
61.5,25.5,32.3048028062589
61.5,26.5,46.8404886901861
61.5,27.5,44.1641676911511
61.5,28.5,43.8458105221821
61.5,29.5,38.5426480601037
62.5,23.5,19.243047719853
62.5,24.5,29.0760686124642
62.5,25.5,34.3379456642433
62.5,26.5,45.4674639667461
62.5,27.5,46.78233247256
62.5,28.5,37.4379404084699
62.5,29.5,39.7609331439599
63.5,23.5,21.0925501539332
63.5,24.5,29.2021046529795
63.5,25.5,30.3296536778274
63.5,26.5,44.0044750506347
63.5,27.5,42.4161187983145
63.5,28.5,39.104222682837
63.5,29.5,42.7585507831557
64.5,23.5,23.0229536261624
64.5,24.5,32.8154466942765
64.5,25.5,33.12701027498
64.5,26.5,43.1491870715004
64.5,27.5,41.4030504721294
64.5,28.5,39.6516193073188
64.5,29.5,46.2101279166351
65.5,23.5,24.1854646036409
65.5,24.5,28.4368228743978
65.5,25.5,37.5854992308497
65.5,26.5,37.1519657403633
65.5,27.5,46.3380474405388
65.5,28.5,41.5265839900584
65.5,29.5,47.9572065394233
